"Effect_Size_ID","Study_ID","Species_ID","Treatment_ID","Trait_ID","First_Author","Title","Year","Journal","Journal_Impact_Factor-2021","Scientific_Name","Ecosystem","Species_Overlap","Plasticity_Mechanism","Developmental_Exposure_Time","Acclimation_Exposure_Time","Exposure_Units","T1_constant","T2_mean","T2_Magnitude","Fluctuation_Category","Fluctuation_Period","Fluctuation_Unit","Acclimation_Life-History_Stage","Animal_Overlap_T1","Animal_Overlap_T2","Shared_Control","Trait_Category","Measurement","Trait_Unit","Performance_Curve","Complex_Design","Animal_Overlap","Percentage_Transformation","Proportion_Transformation","In_Transformation","Reciprocal_Transformation","n_R1-1","R1-1_Mean","R1-1_SD_Final","n_R2-2","R2-2_Mean","R2-2_SD_Final"
1442,128,1,1,1,"D. W. Hagstrum","Role Of Constant And Fluctuating Temperatures In Determining Development Time And Fecundity Of three Species Of Stored-Products Coleoptera",1973,"Annals Of The Entomological Society Of America",2.727,"Tribolium castaneum","Terrestrial","A","Developmental Plasticity","Pupae Period",NA,NA,25,25,10,"Sinusoidal (Sine Curve)",1,"Day",NA,"A","B","A","Life-History Traits","Pupal Development Time","Days","No","No","A","No","No","No","Yes",8,41.8,0.6,8,38.2,0.8
1443,128,1,1,2,"D. W. Hagstrum","Role Of Constant And Fluctuating Temperatures In Determining Development Time And Fecundity Of three Species Of Stored-Products Coleoptera",1973,"Annals Of The Entomological Society Of America",2.727,"Tribolium castaneum","Terrestrial","A","Developmental Plasticity","Pupae Period",NA,NA,25,25,10,"Sinusoidal (Sine Curve)",1,"Day",NA,"A","B","A","Life-History Traits","Pupal Development Time","Days","No","No","B","No","No","No","Yes",8,42.1,0.6,8,38.1,0.4
1444,128,1,2,4,"D. W. Hagstrum","Role Of Constant And Fluctuating Temperatures In Determining Development Time And Fecundity Of three Species Of Stored-Products Coleoptera",1973,"Annals Of The Entomological Society Of America",2.727,"Tribolium castaneum","Terrestrial","A","Acclimation",NA,14,"Days",25,25,10,"Sinusoidal (Sine Curve)",1,"Day","Adult","C","D","B","Life-History Traits","Fecundity","No.","No","No","D","No","No","No","No",10,97,45,10,124,28
1445,128,2,1,1,"D. W. Hagstrum","Role Of Constant And Fluctuating Temperatures In Determining Development Time And Fecundity Of three Species Of Stored-Products Coleoptera",1973,"Annals Of The Entomological Society Of America",2.727,"Trogoderma inclusum","Terrestrial","B","Developmental Plasticity","Pupae Period",NA,NA,25,25,10,"Sinusoidal (Sine Curve)",1,"Day",NA,"A","B","A","Life-History Traits","Pupal Development Time","Days","No","No","A","No","No","No","Yes",8,63.5,1.9,8,55.6,0.3
1446,128,2,1,2,"D. W. Hagstrum","Role Of Constant And Fluctuating Temperatures In Determining Development Time And Fecundity Of three Species Of Stored-Products Coleoptera",1973,"Annals Of The Entomological Society Of America",2.727,"Trogoderma inclusum","Terrestrial","B","Developmental Plasticity","Pupae Period",NA,NA,25,25,10,"Sinusoidal (Sine Curve)",1,"Day",NA,"A","B","A","Life-History Traits","Pupal Development Time","Days","No","No","B","No","No","No","Yes",8,55.6,1.1,8,50,0.8
1447,128,2,2,4,"D. W. Hagstrum","Role Of Constant And Fluctuating Temperatures In Determining Development Time And Fecundity Of three Species Of Stored-Products Coleoptera",1973,"Annals Of The Entomological Society Of America",2.727,"Trogoderma inclusum","Terrestrial","B","Acclimation",NA,14,"Days",25,25,10,"Sinusoidal (Sine Curve)",1,"Day","Adult","C","D","B","Life-History Traits","Fecundity","No.","No","No","D","No","No","No","No",10,102,36,10,103,26
1448,128,3,1,3,"D. W. Hagstrum","Role Of Constant And Fluctuating Temperatures In Determining Development Time And Fecundity Of three Species Of Stored-Products Coleoptera",1973,"Annals Of The Entomological Society Of America",2.727,"Sitophilus oryzae","Terrestrial","C","Developmental Plasticity","Pupae Period",NA,NA,25,25,10,"Sinusoidal (Sine Curve)",1,"Day",NA,"A","B","A","Life-History Traits","Pupal Development Time","Days","No","No","C","No","No","No","Yes",250,31.7,0.15,250,32,0.23
1449,128,3,2,4,"D. W. Hagstrum","Role Of Constant And Fluctuating Temperatures In Determining Development Time And Fecundity Of three Species Of Stored-Products Coleoptera",1973,"Annals Of The Entomological Society Of America",2.727,"Sitophilus oryzae","Terrestrial","C","Acclimation",NA,14,"Days",25,25,10,"Sinusoidal (Sine Curve)",1,"Day","Adult","C","D","B","Life-History Traits","Fecundity","No.","No","No","D","No","No","No","No",10,80,30,10,77,22
1450,129,1,1,1,"L. Ma","Sexual Dimorphism, Female Reproductive Characteristics And Egg Incubation In An Oviparous Forest Skink (Sphenomorphus Incognitus) From South China",2018,"Asian Herpetological Research",1.516,"Sphenomorphus incognitus","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,25,25,6,"Alternating",1,"Day",NA,"A","B","A","Life-History Traits","Development Time","Days","No","No","A","No","No","No","Yes",20,53.5,9.16787870774914,22,52.9,10.5534354596027
1451,129,1,1,2,"L. Ma","Sexual Dimorphism, Female Reproductive Characteristics And Egg Incubation In An Oviparous Forest Skink (Sphenomorphus Incognitus) From South China",2018,"Asian Herpetological Research",1.516,"Sphenomorphus incognitus","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,25,25,6,"Alternating",1,"Day",NA,"A","B","A","Morphology","Length","mm","No","No","A","No","No","No","No",20,30.6,1.34164078649987,22,30.3,2.57972866790289
1452,129,1,1,3,"L. Ma","Sexual Dimorphism, Female Reproductive Characteristics And Egg Incubation In An Oviparous Forest Skink (Sphenomorphus Incognitus) From South China",2018,"Asian Herpetological Research",1.516,"Sphenomorphus incognitus","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,25,25,6,"Alternating",1,"Day",NA,"A","B","A","Morphology","Body Mass","g","No","No","A","No","No","No","No",20,0.78,0.134164078649987,22,0.72,0.140712472794703
1453,129,1,1,4,"L. Ma","Sexual Dimorphism, Female Reproductive Characteristics And Egg Incubation In An Oviparous Forest Skink (Sphenomorphus Incognitus) From South China",2018,"Asian Herpetological Research",1.516,"Sphenomorphus incognitus","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,25,25,6,"Alternating",1,"Day",NA,"A","B","A","Morphology","Head Width","mm","No","No","A","No","No","No","No",20,5.7,0.268328157299975,22,5.5,0.515945733580577
1454,129,1,2,1,"L. Ma","Sexual Dimorphism, Female Reproductive Characteristics And Egg Incubation In An Oviparous Forest Skink (Sphenomorphus Incognitus) From South China",2018,"Asian Herpetological Research",1.516,"Sphenomorphus incognitus","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,25,25,10,"Alternating",1,"Day",NA,"A","C","A","Life-History Traits","Development Time","Days","No","No","A","No","No","No","Yes",20,53.5,9.16787870774914,16,43.7,9.04
1455,129,1,2,2,"L. Ma","Sexual Dimorphism, Female Reproductive Characteristics And Egg Incubation In An Oviparous Forest Skink (Sphenomorphus Incognitus) From South China",2018,"Asian Herpetological Research",1.516,"Sphenomorphus incognitus","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,25,25,10,"Alternating",1,"Day",NA,"A","C","A","Morphology","Length","mm","No","No","A","No","No","No","No",20,30.6,1.34164078649987,16,30,1.52
1456,129,1,2,3,"L. Ma","Sexual Dimorphism, Female Reproductive Characteristics And Egg Incubation In An Oviparous Forest Skink (Sphenomorphus Incognitus) From South China",2018,"Asian Herpetological Research",1.516,"Sphenomorphus incognitus","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,25,25,10,"Alternating",1,"Day",NA,"A","C","A","Morphology","Body Mass","g","No","No","A","No","No","No","No",20,0.78,0.134164078649987,16,0.72,0.12
1457,129,1,2,4,"L. Ma","Sexual Dimorphism, Female Reproductive Characteristics And Egg Incubation In An Oviparous Forest Skink (Sphenomorphus Incognitus) From South China",2018,"Asian Herpetological Research",1.516,"Sphenomorphus incognitus","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,25,25,10,"Alternating",1,"Day",NA,"A","C","A","Morphology","Head Width","mm","No","No","A","No","No","No","No",20,5.7,0.268328157299975,16,5.7,0.44
1458,130,1,1,1,"T. M. Haupt","Solving The Puzzle Of Pringleophaga - Threatened, Keystone Detritivores In The Sub-Antarctic",2014,"Insect Conservation And Diversity",4.266,"Pringleophaga marioni","Terrestrial","A","Developmental Plasticity","Larvae Period",NA,NA,10,10,10,"Alternating",1,"Day",NA,"A","B","A","Life-History Traits","Development Time","Weeks","No","No","A","No","No","No","Yes",10,46,49.0153037326099,19,37.1,42.7172096466986
1459,131,1,1,1,"D. P. Coulter","Species-Specific Effects Of Subdaily Temperature Fluctuations On Consumption, Growth And Stress Responses In Two Physiologically Similar Fish Species",2016,"Ecology Of Freshwater Fish",2.434,"Perca flavescens","Aquatic","A","Acclimation",NA,45,"Days",23,23,4,"Sinusoidal (Sine Curve)",12,"Hour","Adult","A","B","A","Population","Survival","%","No","No","A","Yes","No","No","No",8,99.9047619047619,0.285714285714292,8,81.047619047619,10.3809523809524
1460,131,1,1,2,"D. P. Coulter","Species-Specific Effects Of Subdaily Temperature Fluctuations On Consumption, Growth And Stress Responses In Two Physiologically Similar Fish Species",2016,"Ecology Of Freshwater Fish",2.434,"Perca flavescens","Aquatic","A","Acclimation",NA,45,"Days",23,23,4,"Sinusoidal (Sine Curve)",12,"Hour","Adult","A","B","A","Behavioural","Consumption","g g-1 d-1","No","No","A","No","No","No","No",8,0.00990019193857966,0.000575815738963531,8,0.0100499040307102,0.000310940499040306
1461,131,1,2,1,"D. P. Coulter","Species-Specific Effects Of Subdaily Temperature Fluctuations On Consumption, Growth And Stress Responses In Two Physiologically Similar Fish Species",2016,"Ecology Of Freshwater Fish",2.434,"Perca flavescens","Aquatic","A","Acclimation",NA,45,"Days",23,23,8,"Sinusoidal (Sine Curve)",12,"Hour","Adult","A","C","A","Population","Survival","%","No","No","A","Yes","No","No","No",8,99.9047619047619,0.285714285714292,8,90.3809523809524,6.76190476190476
1462,131,1,2,2,"D. P. Coulter","Species-Specific Effects Of Subdaily Temperature Fluctuations On Consumption, Growth And Stress Responses In Two Physiologically Similar Fish Species",2016,"Ecology Of Freshwater Fish",2.434,"Perca flavescens","Aquatic","A","Acclimation",NA,45,"Days",23,23,8,"Sinusoidal (Sine Curve)",12,"Hour","Adult","A","C","A","Behavioural","Consumption","g g-1 d-1","No","No","A","No","No","No","No",8,0.00990019193857966,0.000575815738963531,8,0.0117773512476008,0.000426103646833013
1463,131,2,3,3,"D. P. Coulter","Species-Specific Effects Of Subdaily Temperature Fluctuations On Consumption, Growth And Stress Responses In Two Physiologically Similar Fish Species",2016,"Ecology Of Freshwater Fish",2.434,"Sander vitreus","Aquatic","B","Acclimation",NA,45,"Days",23,23,4,"Sinusoidal (Sine Curve)",12,"Hour","Juvenile","D","E","B","Biochemical Assay","Blood Glucose","mg dl-1","No","No","B","No","No","No","No",12,82.6254826254826,18.5328185328185,16,74.7490347490348,9.03474903474904
1464,131,2,3,4,"D. P. Coulter","Species-Specific Effects Of Subdaily Temperature Fluctuations On Consumption, Growth And Stress Responses In Two Physiologically Similar Fish Species",2016,"Ecology Of Freshwater Fish",2.434,"Sander vitreus","Aquatic","B","Acclimation",NA,45,"Days",23,23,4,"Sinusoidal (Sine Curve)",12,"Hour","Juvenile","D","E","B","Physiological","Blood Haematocrit","%","No","No","B","Yes","No","No","No",12,49.1112828438949,2.04018547140649,16,49.644513137558,0.973724884080369
1465,131,2,3,5,"D. P. Coulter","Species-Specific Effects Of Subdaily Temperature Fluctuations On Consumption, Growth And Stress Responses In Two Physiologically Similar Fish Species",2016,"Ecology Of Freshwater Fish",2.434,"Sander vitreus","Aquatic","B","Acclimation",NA,45,"Days",23,23,4,"Sinusoidal (Sine Curve)",12,"Hour","Juvenile","D","E","B","Physiological","Plasma Protein Levels","g dl-1","No","No","B","No","No","No","No",12,9.42967542503864,0.352395672333849,16,8.22411128284389,0
1466,131,2,4,3,"D. P. Coulter","Species-Specific Effects Of Subdaily Temperature Fluctuations On Consumption, Growth And Stress Responses In Two Physiologically Similar Fish Species",2016,"Ecology Of Freshwater Fish",2.434,"Sander vitreus","Aquatic","B","Acclimation",NA,45,"Days",23,23,8,"Sinusoidal (Sine Curve)",12,"Hour","Juvenile","D","F","B","Biochemical Assay","Blood Glucose","mg dl-1","No","No","B","No","No","No","No",12,82.6254826254826,18.5328185328185,16,88.1853281853282,14.7104247104247
1467,131,2,4,4,"D. P. Coulter","Species-Specific Effects Of Subdaily Temperature Fluctuations On Consumption, Growth And Stress Responses In Two Physiologically Similar Fish Species",2016,"Ecology Of Freshwater Fish",2.434,"Sander vitreus","Aquatic","B","Acclimation",NA,45,"Days",23,23,8,"Sinusoidal (Sine Curve)",12,"Hour","Juvenile","D","F","B","Physiological","Blood Haematocrit","%","No","No","B","Yes","No","No","No",12,49.1112828438949,2.04018547140649,16,46.1901081916538,2.55023183925811
1468,131,2,4,5,"D. P. Coulter","Species-Specific Effects Of Subdaily Temperature Fluctuations On Consumption, Growth And Stress Responses In Two Physiologically Similar Fish Species",2016,"Ecology Of Freshwater Fish",2.434,"Sander vitreus","Aquatic","B","Acclimation",NA,45,"Days",23,23,8,"Sinusoidal (Sine Curve)",12,"Hour","Juvenile","D","F","B","Physiological","Plasma Protein Levels","g dl-1","No","No","B","No","No","No","No",12,9.42967542503864,0.352395672333849,16,8.83616692426584,0.352395672333849
1469,132,1,1,1,"A. C. Niehaus","Striped Marsh Frog (Limnodynastes Peronii) Tadpoles Do Not Acclimate Metabolic Performance To Thermal Variability",2011,"Journal Of Experimental Biology",3.308,"Limnodynastes peronii","Aquatic","A","Developmental Plasticity","Egg Incubation",NA,NA,24,24,4,"Sinusoidal (Sine Curve)",1,"Day",NA,"A","B","A","Morphology","Length","mm","No","No","A","No","No","No","No",60,18.2,2.78854800926934,60,18.35,3.02092701004179
1470,132,1,1,2,"A. C. Niehaus","Striped Marsh Frog (Limnodynastes Peronii) Tadpoles Do Not Acclimate Metabolic Performance To Thermal Variability",2011,"Journal Of Experimental Biology",3.308,"Limnodynastes peronii","Aquatic","A","Developmental Plasticity","Egg Incubation",NA,NA,24,24,4,"Sinusoidal (Sine Curve)",1,"Day",NA,"A","B","A","Morphology","Body Mass","g","No","No","B","No","No","No","No",84,0.122,0.0641560597293818,84,0.133,0.0916515138991168
1471,132,1,2,1,"A. C. Niehaus","Striped Marsh Frog (Limnodynastes Peronii) Tadpoles Do Not Acclimate Metabolic Performance To Thermal Variability",2011,"Journal Of Experimental Biology",3.308,"Limnodynastes peronii","Aquatic","A","Developmental Plasticity","Egg Incubation",NA,NA,24,24,20,"Sinusoidal (Sine Curve)",1,"Day",NA,"A","C","B","Morphology","Length","mm","No","No","A","No","No","No","No",60,18.2,2.78854800926934,60,14.84,1.54919333848297
1472,132,1,2,2,"A. C. Niehaus","Striped Marsh Frog (Limnodynastes Peronii) Tadpoles Do Not Acclimate Metabolic Performance To Thermal Variability",2011,"Journal Of Experimental Biology",3.308,"Limnodynastes peronii","Aquatic","A","Developmental Plasticity","Egg Incubation",NA,NA,24,24,20,"Sinusoidal (Sine Curve)",1,"Day",NA,"A","C","B","Morphology","Body Mass","g","No","No","B","No","No","No","No",84,0.122,0.0916515138991168,84,0.099,0.0549909083394701
1473,133,1,1,1,"P. Kern","Temperature And Uv-B-Insensitive Performance In Tadpoles Of The Ornate Burrowing Frog: An Ephemeral Pond Specialist",2014,"Journal Of Experimental Biology",3.308,"Limnodynastes ornatus","Aquatic","A","Developmental Plasticity","Until Gosner Stage 35-37",NA,NA,24,24,14,"Sinusoidal (Sine Curve)",1,"Day",NA,"A","B","A","Morphology","Body Mass","g","No","No","A","No","No","No","No",91,0.28,0.0953939201416946,107,0.25,0.103440804327886
1474,133,1,1,2,"P. Kern","Temperature And Uv-B-Insensitive Performance In Tadpoles Of The Ornate Burrowing Frog: An Ephemeral Pond Specialist",2014,"Journal Of Experimental Biology",3.308,"Limnodynastes ornatus","Aquatic","A","Developmental Plasticity","Until Gosner Stage 35-37",NA,NA,24,24,14,"Sinusoidal (Sine Curve)",1,"Day",NA,"A","B","A","Morphology","Length","mm","No","No","A","No","No","No","No",90,27.74,1.80249826629598,106,28.9,2.36799493242701
1475,134,1,1,1,"R. T. Paitz","Temperature Fluctuations Affect Offspring Sex But Not Morphological, Behavioral, Or Immunological Traits In The Northern Painted Turtle (Chrysemys Picta)",2010,"Canadian Journal Of Zoology",1.654,"Chrysemys picta","Aquatic","A","Developmental Plasticity","Egg Incubation",NA,NA,27,27,8,"Sinusoidal (Sine Curve)",1,"Day",NA,"A","B","A","Morphology","Mass","g","No","No","A","No","No","No","No",24,4.80401606425703,0.661067111305338,23,4.67871485943775,0.755006408489391
1476,134,1,2,1,"R. T. Paitz","Temperature Fluctuations Affect Offspring Sex But Not Morphological, Behavioral, Or Immunological Traits In The Northern Painted Turtle (Chrysemys Picta)",2010,"Canadian Journal Of Zoology",1.654,"Chrysemys picta","Aquatic","A","Developmental Plasticity","Egg Incubation",NA,NA,27,27,16,"Sinusoidal (Sine Curve)",1,"Day",NA,"A","C","A","Morphology","Mass","g","No","No","A","No","No","No","No",24,4.80401606425703,0.661067111305338,23,4.72048192771084,0.785822996591003
1477,134,1,1,2,"R. T. Paitz","Temperature Fluctuations Affect Offspring Sex But Not Morphological, Behavioral, Or Immunological Traits In The Northern Painted Turtle (Chrysemys Picta)",2010,"Canadian Journal Of Zoology",1.654,"Chrysemys picta","Aquatic","A","Developmental Plasticity","Egg Incubation",NA,NA,27,27,8,"Sinusoidal (Sine Curve)",1,"Day",NA,"A","B","A","Morphology","Plastron Length","mm","No","No","A","No","No","No","No",24,25.6803418803419,1.23939993822877,23,25.5367521367521,1.44284845829579
1478,134,1,2,2,"R. T. Paitz","Temperature Fluctuations Affect Offspring Sex But Not Morphological, Behavioral, Or Immunological Traits In The Northern Painted Turtle (Chrysemys Picta)",2010,"Canadian Journal Of Zoology",1.654,"Chrysemys picta","Aquatic","A","Developmental Plasticity","Egg Incubation",NA,NA,27,27,16,"Sinusoidal (Sine Curve)",1,"Day",NA,"A","C","A","Morphology","Plastron Length","mm","No","No","A","No","No","No","No",24,25.6803418803419,1.23939993822877,23,25.3384615384615,1.37726443746416
1479,134,1,1,3,"R. T. Paitz","Temperature Fluctuations Affect Offspring Sex But Not Morphological, Behavioral, Or Immunological Traits In The Northern Painted Turtle (Chrysemys Picta)",2010,"Canadian Journal Of Zoology",1.654,"Chrysemys picta","Aquatic","A","Developmental Plasticity","Egg Incubation",NA,NA,27,27,8,"Sinusoidal (Sine Curve)",1,"Day",NA,"A","B","A","Morphology","Plastron Colouration","%","No","No","A","Yes","No","No","No",24,29.03125,6.73609679265374,23,27.71875,5.9947894041409
1480,134,1,2,3,"R. T. Paitz","Temperature Fluctuations Affect Offspring Sex But Not Morphological, Behavioral, Or Immunological Traits In The Northern Painted Turtle (Chrysemys Picta)",2010,"Canadian Journal Of Zoology",1.654,"Chrysemys picta","Aquatic","A","Developmental Plasticity","Egg Incubation",NA,NA,27,27,16,"Sinusoidal (Sine Curve)",1,"Day",NA,"A","C","A","Morphology","Plastron Colouration","%","No","No","A","Yes","No","No","No",24,29.03125,6.73609679265374,23,29.28125,6.59426834455501
1483,134,1,1,5,"R. T. Paitz","Temperature Fluctuations Affect Offspring Sex But Not Morphological, Behavioral, Or Immunological Traits In The Northern Painted Turtle (Chrysemys Picta)",2010,"Canadian Journal Of Zoology",1.654,"Chrysemys picta","Aquatic","A","Developmental Plasticity","Egg Incubation",NA,NA,27,27,8,"Sinusoidal (Sine Curve)",1,"Day",NA,"A","B","A","Physiological","Swelling","mm","No","No","A","No","No","No","No",24,0.275,0.130129142585357,23,0.2484375,0.142376248348346
1484,134,1,2,5,"R. T. Paitz","Temperature Fluctuations Affect Offspring Sex But Not Morphological, Behavioral, Or Immunological Traits In The Northern Painted Turtle (Chrysemys Picta)",2010,"Canadian Journal Of Zoology",1.654,"Chrysemys picta","Aquatic","A","Developmental Plasticity","Egg Incubation",NA,NA,27,27,16,"Sinusoidal (Sine Curve)",1,"Day",NA,"A","C","A","Physiological","Swelling","mm","No","No","A","No","No","No","No",24,0.275,0.130129142585357,23,0.2984375,0.187337168879403
1485,135,1,1,1,"A. D. Saxon","Temperature Fluctuations During Development Reduce Male Fitness And May Limit Adaptive Potential In Tropical Rainforest Drosophila",2018,"Journal Of Evolutionary Biology",2.516,"Drosophila birchii","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,24,24,6,"Alternating",1,"Day",NA,"A","B","A","Morphology","Wing Centriod","Pixels","No","No","A","No","No","No","No",400,1970,57.7810816300998,400,1924.81481481481,55.5766103459723
1486,135,1,2,1,"A. D. Saxon","Temperature Fluctuations During Development Reduce Male Fitness And May Limit Adaptive Potential In Tropical Rainforest Drosophila",2018,"Journal Of Evolutionary Biology",2.516,"Drosophila birchii","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,17,17,6,"Alternating",1,"Day",NA,"C","D","B","Morphology","Wing Centriod","Pixels","No","No","A","No","No","No","No",400,2251.85185185185,62.3410044791188,400,2202.59259259259,70.509594815857
1487,136,1,1,1,"V. Delnat","Temperature Variation Magnifies Chlorpyrifos Toxicity Differently Between Larval And Adult Mosquitoes",2019,"Science Of The Total Environment",10.753,"Culex pipiens","Terrestrial","A","Acclimation",NA,6,"Days",20,20,7,"Stepwise",1,"Day","Larvae","A","B","A","Population","Mortality","%","No","No","A","Yes","No","No","Yes",35,0.422535211267604,1.66650134735199,35,0.140845070422532,1.66650134735201
1488,136,1,2,1,"V. Delnat","Temperature Variation Magnifies Chlorpyrifos Toxicity Differently Between Larval And Adult Mosquitoes",2019,"Science Of The Total Environment",10.753,"Culex pipiens","Terrestrial","A","Acclimation",NA,6,"Days",20,20,14,"Stepwise",1,"Day","Larvae","A","C","A","Population","Mortality","%","No","No","A","Yes","No","No","Yes",35,0.422535211267604,1.66650134735199,35,0.140845070422532,1.66650134735201
1489,136,1,3,2,"V. Delnat","Temperature Variation Magnifies Chlorpyrifos Toxicity Differently Between Larval And Adult Mosquitoes",2019,"Science Of The Total Environment",10.753,"Culex pipiens","Terrestrial","A","Acclimation",NA,6,"Days",20,20,7,"Stepwise",1,"Day","Adult","D","E","B","Population","Mortality","%","No","No","B","Yes","No","No","Yes",19,0.136186770428015,1.18724873948578,17,0.136186770428015,0
1490,136,1,4,2,"V. Delnat","Temperature Variation Magnifies Chlorpyrifos Toxicity Differently Between Larval And Adult Mosquitoes",2019,"Science Of The Total Environment",10.753,"Culex pipiens","Terrestrial","A","Acclimation",NA,6,"Days",20,20,14,"Stepwise",1,"Day","Adult","D","F","B","Population","Mortality","%","No","No","B","Yes","No","No","Yes",19,0.136186770428015,1.18724873948578,17,0.54474708171206,2.80756219643226
1491,136,1,3,3,"V. Delnat","Temperature Variation Magnifies Chlorpyrifos Toxicity Differently Between Larval And Adult Mosquitoes",2019,"Science Of The Total Environment",10.753,"Culex pipiens","Terrestrial","A","Acclimation",NA,6,"Days",20,20,7,"Stepwise",1,"Day","Adult","D","E","B","Population","Mortality","%","No","No","C","Yes","No","No","Yes",26,2.01646090534981,4.40656007347522,23,3.7448559670782,6.90757626814587
1492,136,1,4,3,"V. Delnat","Temperature Variation Magnifies Chlorpyrifos Toxicity Differently Between Larval And Adult Mosquitoes",2019,"Science Of The Total Environment",10.753,"Culex pipiens","Terrestrial","A","Acclimation",NA,6,"Days",20,20,14,"Stepwise",1,"Day","Adult","D","F","B","Population","Mortality","%","No","No","C","Yes","No","No","Yes",26,2.01646090534981,4.40656007347522,27,2.3045267489712,4.4905020936971
1493,137,1,1,1,"K. P. Paaijmans","Temperature Variation Makes Ectotherms More Sensitive To Climate Change",2013,"Global Change Biology",13.211,"Anopheles stephensi","Terrestrial","A","Developmental Plasticity","Larvae Period",NA,NA,18,18,8,NA,1,"Day",NA,"A","B","A","Population","Survival","Proportion","No","No","A","No","Yes","No","No",6,0.26133909287257,0.074066644490204,6,0.546436285097192,0.116390441341749
1494,137,1,2,1,"K. P. Paaijmans","Temperature Variation Makes Ectotherms More Sensitive To Climate Change",2013,"Global Change Biology",13.211,"Anopheles stephensi","Terrestrial","A","Developmental Plasticity","Larvae Period",NA,NA,18,18,12,NA,1,"Day",NA,"A","C","A","Population","Survival","Proportion","No","No","A","No","Yes","No","No",6,0.26133909287257,0.074066644490204,6,0.660907127429806,0.132261865161079
1495,137,1,3,1,"K. P. Paaijmans","Temperature Variation Makes Ectotherms More Sensitive To Climate Change",2013,"Global Change Biology",13.211,"Anopheles stephensi","Terrestrial","A","Developmental Plasticity","Larvae Period",NA,NA,26,26,8,NA,1,"Day",NA,"D","E","B","Population","Survival","Proportion","No","No","A","No","Yes","No","No",6,0.775377969762419,0.158714238193294,6,0.697624190064795,0.158714238193294
1496,137,1,4,1,"K. P. Paaijmans","Temperature Variation Makes Ectotherms More Sensitive To Climate Change",2013,"Global Change Biology",13.211,"Anopheles stephensi","Terrestrial","A","Developmental Plasticity","Larvae Period",NA,NA,26,26,12,NA,1,"Day",NA,"D","F","B","Population","Survival","Proportion","No","No","A","No","Yes","No","No",6,0.775377969762419,0.158714238193294,6,0.643628509719223,0.132261865161079
1497,137,1,5,1,"K. P. Paaijmans","Temperature Variation Makes Ectotherms More Sensitive To Climate Change",2013,"Global Change Biology",13.211,"Anopheles stephensi","Terrestrial","A","Developmental Plasticity","Larvae Period",NA,NA,32,32,8,NA,1,"Day",NA,"G","H","C","Population","Survival","Proportion","No","No","A","No","Yes","No","No",6,0.57451403887689,0.137552339767522,6,0.302375809935205,0.0846475937030906
1498,137,1,6,1,"K. P. Paaijmans","Temperature Variation Makes Ectotherms More Sensitive To Climate Change",2013,"Global Change Biology",13.211,"Anopheles stephensi","Terrestrial","A","Developmental Plasticity","Larvae Period",NA,NA,32,32,12,NA,1,"Day",NA,"G","I","C","Population","Survival","Proportion","No","No","A","No","Yes","No","No",6,0.57451403887689,0.137552339767522,6,0.0669546436285098,0.0476142714579883
1499,138,1,1,1,"P. S. Harlow","Temperature-Dependent Sex Determination In The Frillneck Lizard, Chlamydosaurus Kingii (Agamidae)",1999,"Herpetologica",2.653,"Chlamydosaurus kingii","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,32,33,10,"Sinusoidal (Sine Curve)",1,"Day",NA,"A","B","A","Life-History Traits","Incubation Period","Days","No","No","A","No","No","No","Yes",9,72.4,4.3,8,72,1.3
1500,138,1,1,2,"P. S. Harlow","Temperature-Dependent Sex Determination In The Frillneck Lizard, Chlamydosaurus Kingii (Agamidae)",1999,"Herpetologica",2.653,"Chlamydosaurus kingii","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,32,33,10,"Sinusoidal (Sine Curve)",1,"Day",NA,"A","B","A","Morphology","Snout-vent Length","mm","No","No","A","No","No","No","No",3,46.83,2.47,8,50.88,1.33
1501,138,1,1,3,"P. S. Harlow","Temperature-Dependent Sex Determination In The Frillneck Lizard, Chlamydosaurus Kingii (Agamidae)",1999,"Herpetologica",2.653,"Chlamydosaurus kingii","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,32,33,10,"Sinusoidal (Sine Curve)",1,"Day",NA,"A","B","A","Morphology","Tail Length","mm","No","No","A","No","No","No","No",3,71.83,5.06,8,91.13,4.79
1502,138,1,1,4,"P. S. Harlow","Temperature-Dependent Sex Determination In The Frillneck Lizard, Chlamydosaurus Kingii (Agamidae)",1999,"Herpetologica",2.653,"Chlamydosaurus kingii","Terrestrial","A","Developmental Plasticity","Egg Incubation",NA,NA,32,33,10,"Sinusoidal (Sine Curve)",1,"Day",NA,"A","B","A","Morphology","Mass","g","No","No","A","No","No","No","No",3,3.22,0.85,8,4.81,0.53
