Effect_Size_ID,Study_ID,Species_ID,Treatment_ID_T1,Treatment_ID_T2,Trait_ID,First_Author,Title,Year,Journal,Journal_Impact_Factor-2021,Kingdom,Phylum,Class,Order,Family,Scientific_Name,Ecosystem,Plasticity_Mechanism,Developmental_Exposure_Time_Category,Developmental_Exposure_Time,Acclimation_Exposure_Time,Exposure_Units,T1_constant,T1_fluctuation,T2_constant,T2_fluctuation,High,Fluctuation_Magnitude,Fluctuation_Category,Fluctuation_Period,Fluctuation_Unit,Number_Of_Fluctuations,Acclimation_Life-History_Stage,Acclimation_Life-History_Stage_Category,Trait_Category,Measurement,Trait_Unit,per_transform,ln_transform,Sex,Performance_Curve,Complex_Design,Shared_Control_Number,n_T1_C,Mean_T1_C,SD_Final_T1_C,n_T1_F,Mean_T1_F,SD_Final_T1_F,n_T2_C,Mean_T2_C,SD_Final_T2_C,n_T2_F,Mean_T2_F,SD_Final_T2_F
139,94,1,11,3,1,X. Tian,"The Effects Of Thermal Amplitude On The Growth Of Chinese Shrimp Fenneropenaeus Chinensis (Osbeck, 1765)",2006,Aquaculture,5.135,Metazoa,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus chinensis,Aquatic,Acclimation,NA,NA,33,Days,31,31,25,25,T1,3,Sinusoidal (Sine Curve),1,Day,33,Adult,Adult,Physiological,Apparent Digestability Coefficient,%,Yes,No,NA,No,Yes,117,20,82.05911188,8.545373201,20,84.92531719,4.272686601,20,77.16262976,8.510985381,20,73.01038062,13.92706699
140,94,1,12,4,1,X. Tian,"The Effects Of Thermal Amplitude On The Growth Of Chinese Shrimp Fenneropenaeus Chinensis (Osbeck, 1765)",2006,Aquaculture,5.135,Metazoa,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus chinensis,Aquatic,Acclimation,NA,NA,33,Days,31,31,25,25,T1,4,Sinusoidal (Sine Curve),1,Day,33,Adult,Adult,Physiological,Apparent Digestability Coefficient,%,Yes,No,NA,No,Yes,117,20,82.05911188,8.545373201,20,83.49221453,4.272686601,20,77.16262976,8.510985381,20,71.97231834,20.11687454
141,95,1,1,3,1,D. G. Meyers,"Egg Development Of A Chydorid Cladoceran, Chydorus Sphaericus, Exposed To Constant And Alternating Temperatures: Significance To Secondary Productivity In Fresh Waters",1984,Ecology,6.431,Metazoa,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Chydorus sphaericus,Aquatic,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,15,15,25,25,T2,10,Alternating,1,Day,NA,NA,NA,Life-History Traits,Development Time,Days,No,No,NA,No,Yes,118,16,88.88,1.7,20,79.4,0.84,38,41.63,0.83,32,37.13,1.43
142,101,1,1,4,1,Y. Dong,Growth And Oxygen Consumption Of The Juvenile Sea Cucumber Apostichopus Japonicus (Selenka) At Constant And Fluctuating Water Temperatures,2006,Aquaculture Research,2.184,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,Apostichopus japonicus,Aquatic,Acclimation,NA,NA,14,Days,18,18,15,15,T1,4,Alternating,1,Day,14,Juvenile,Juvenile,Physiological,Metabolic Rate,mg 02 g-1 h-1,No,No,NA,No,Yes,119,6,0.062815884,0.019808148,6,0.028158845,0.009904074,6,0.044868421,0.007735231,6,0.032894737,0.014825859
143,101,1,2,5,1,Y. Dong,Growth And Oxygen Consumption Of The Juvenile Sea Cucumber Apostichopus Japonicus (Selenka) At Constant And Fluctuating Water Temperatures,2006,Aquaculture Research,2.184,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,Apostichopus japonicus,Aquatic,Acclimation,NA,NA,14,Days,18,18,15,15,T1,8,Alternating,1,Day,14,Juvenile,Juvenile,Physiological,Metabolic Rate,mg 02 g-1 h-1,No,No,NA,No,Yes,119,6,0.062815884,0.019808148,6,0.020072202,0.002476019,6,0.044868421,0.007735231,6,0.036052632,0.014503558
144,101,1,3,6,1,Y. Dong,Growth And Oxygen Consumption Of The Juvenile Sea Cucumber Apostichopus Japonicus (Selenka) At Constant And Fluctuating Water Temperatures,2006,Aquaculture Research,2.184,Metazoa,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,Apostichopus japonicus,Aquatic,Acclimation,NA,NA,14,Days,18,18,15,15,T1,12,Alternating,1,Day,14,Juvenile,Juvenile,Physiological,Metabolic Rate,mg 02 g-1 h-1,No,No,NA,No,Yes,119,6,0.062815884,0.019808148,6,0.070036101,0.014502394,6,0.044868421,0.007735231,6,0.023026316,0.014181256
145,102,1,1,4,1,X. Tian,"The Growth Of Juvenile Chinese Shrimp, Fenneropenaeus Chinensis Osbeck, At Constant And Diel Fluctuating Temperatures",2006,Journal Of Shellfish Research,1.218,Metazoa,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus chinensis,Aquatic,Acclimation,NA,NA,33,Days,22,22,31,31,T2,4,Sinusoidal (Sine Curve),1,Day,33,Juvenile,Juvenile,Physiological,Apparent Digestability Coefficient,%,Yes,No,NA,No,Yes,120,20,62.86231884,14.58305203,20,68.29710145,8.911865128,20,82.06521739,12.96271291,20,86.41304348,12.15254336
146,102,1,1,4,2,X. Tian,"The Growth Of Juvenile Chinese Shrimp, Fenneropenaeus Chinensis Osbeck, At Constant And Diel Fluctuating Temperatures",2006,Journal Of Shellfish Research,1.218,Metazoa,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus chinensis,Aquatic,Acclimation,NA,NA,33,Days,22,22,31,31,T2,4,Sinusoidal (Sine Curve),1,Day,33,Juvenile,Juvenile,Physiological,Exuvia Energy,%,Yes,No,NA,No,Yes,121,20,0.8,0.402492236,20,0.63,0.178885438,20,0.52,0.04472136,20,0.41,0.04472136
147,102,1,1,4,3,X. Tian,"The Growth Of Juvenile Chinese Shrimp, Fenneropenaeus Chinensis Osbeck, At Constant And Diel Fluctuating Temperatures",2006,Journal Of Shellfish Research,1.218,Metazoa,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus chinensis,Aquatic,Acclimation,NA,NA,33,Days,22,22,31,31,T2,4,Sinusoidal (Sine Curve),1,Day,33,Juvenile,Juvenile,Physiological,Excretion Rate,%,Yes,No,NA,No,Yes,122,20,6.81,0.670820393,20,6.05,4.561578674,20,7.61,0.268328157,20,7.8,0.536656315
148,102,1,1,4,4,X. Tian,"The Growth Of Juvenile Chinese Shrimp, Fenneropenaeus Chinensis Osbeck, At Constant And Diel Fluctuating Temperatures",2006,Journal Of Shellfish Research,1.218,Metazoa,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus chinensis,Aquatic,Acclimation,NA,NA,33,Days,22,22,31,31,T2,4,Sinusoidal (Sine Curve),1,Day,33,Juvenile,Juvenile,Physiological,Faeces Energy,%,Yes,No,NA,No,Yes,123,20,15.59,5.00879227,20,14.81,5.500727225,20,8.41,2.01246118,20,6.75,6.887089371
149,102,1,1,4,5,X. Tian,"The Growth Of Juvenile Chinese Shrimp, Fenneropenaeus Chinensis Osbeck, At Constant And Diel Fluctuating Temperatures",2006,Journal Of Shellfish Research,1.218,Metazoa,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus chinensis,Aquatic,Acclimation,NA,NA,33,Days,22,22,31,31,T2,4,Sinusoidal (Sine Curve),1,Day,33,Juvenile,Juvenile,Physiological,Metabolic Rate,%,Yes,No,NA,No,Yes,124,20,62.86,13.95306418,20,60.35,10.77784765,20,71.32,1.833575742,20,72.38,5.858498101
150,103,1,1,2,1,R. S. Dhillon,Growth-Independent Effects Of A Fluctuating Thermal Regime On The Life-History Traits Of The Japanese Medaka (Oryzias Latipes),2007,Ecology Of Freshwater Fish,2.434,Metazoa,Chordata,Actinopteri,Beloniformes,Adrianichthyidae,Oryzias latipes,Aquatic,Developmental Plasticity,Juvenile,Juvenile Period,NA,NA,27,27,30,30,T2,10,Sinusoidal (Sine Curve),1,Day,NA,NA,NA,Life-History Traits,Development Time,Days,No,No,Female,No,Yes,125,14,101.0365854,10.26674283,25,95.18292683,8.231707317,22,93.90243902,10.29603459,17,91.34146341,9.050719666
151,103,1,1,2,2,R. S. Dhillon,Growth-Independent Effects Of A Fluctuating Thermal Regime On The Life-History Traits Of The Japanese Medaka (Oryzias Latipes),2007,Ecology Of Freshwater Fish,2.434,Metazoa,Chordata,Actinopteri,Beloniformes,Adrianichthyidae,Oryzias latipes,Aquatic,Developmental Plasticity,Juvenile,Juvenile Period,NA,NA,27,27,30,30,T2,10,Sinusoidal (Sine Curve),1,Day,NA,NA,NA,Morphology,Length,mm,No,No,Female,No,Yes,126,14,21.82481752,0.98320924,25,19.76642336,1.532846715,22,20.02919708,0.821678673,17,18.89051095,1.083443814
152,103,1,1,2,3,R. S. Dhillon,Growth-Independent Effects Of A Fluctuating Thermal Regime On The Life-History Traits Of The Japanese Medaka (Oryzias Latipes),2007,Ecology Of Freshwater Fish,2.434,Metazoa,Chordata,Actinopteri,Beloniformes,Adrianichthyidae,Oryzias latipes,Aquatic,Developmental Plasticity,Juvenile,Juvenile Period,NA,NA,27,27,30,30,T2,10,Sinusoidal (Sine Curve),1,Day,NA,NA,NA,Life-History Traits,Fecundity,In No.,No,No,Female,No,Yes,127,14,1.181818182,0.963760236,25,1.46969697,1.060606061,22,1.939393939,0.923869771,17,2,0.999540758
153,104,1,1,3,1,J. G. Kingsolver,"Growth, Stress, And Acclimation Responses To Fluctuating Temperatures In Field And Domesticated Populations Of Manduca Sexta",2020,Ecology And Evolution,3.167,Metazoa,Arthropoda,Insecta,Lepidoptera,Sphingidae,Manduca sexta,Terrestrial,Developmental Plasticity,Larvae,Larvae Period,NA,NA,25,25,30,30,T2,10,NA,1,Day,NA,NA,NA,Morphology,Mass,g,No,No,NA,No,Yes,128,45,6.527272727,0.731804065,45,6.290909091,0.731804065,45,5.036363636,0.487869377,45,4.872727273,0.487869377
154,104,1,2,4,1,J. G. Kingsolver,"Growth, Stress, And Acclimation Responses To Fluctuating Temperatures In Field And Domesticated Populations Of Manduca Sexta",2020,Ecology And Evolution,3.167,Metazoa,Arthropoda,Insecta,Lepidoptera,Sphingidae,Manduca sexta,Terrestrial,Developmental Plasticity,Larvae,Larvae Period,NA,NA,25,25,30,30,T2,20,NA,1,Day,NA,NA,NA,Morphology,Mass,g,No,No,NA,No,Yes,128,45,6.527272727,0.731804065,45,5.418181818,0.731804065,45,5.036363636,0.487869377,45,2.818181818,1.463608131
155,104,2,1,3,1,J. G. Kingsolver,"Growth, Stress, And Acclimation Responses To Fluctuating Temperatures In Field And Domesticated Populations Of Manduca Sexta",2020,Ecology And Evolution,3.167,Metazoa,Arthropoda,Insecta,Lepidoptera,Sphingidae,Manduca sexta,Terrestrial,Developmental Plasticity,Larvae,Larvae Period,NA,NA,25,25,30,30,T2,10,NA,1,Day,NA,NA,NA,Morphology,Mass,g,No,No,NA,No,Yes,129,86,3.774193548,1.661938798,86,3.684587814,0.830969399,86,3.05734767,0.830969399,86,3.021505376,0.664775519
156,104,2,2,4,1,J. G. Kingsolver,"Growth, Stress, And Acclimation Responses To Fluctuating Temperatures In Field And Domesticated Populations Of Manduca Sexta",2020,Ecology And Evolution,3.167,Metazoa,Arthropoda,Insecta,Lepidoptera,Sphingidae,Manduca sexta,Terrestrial,Developmental Plasticity,Larvae,Larvae Period,NA,NA,25,25,30,30,T2,20,NA,1,Day,NA,NA,NA,Morphology,Mass,g,No,No,NA,No,Yes,129,86,3.774193548,1.661938798,86,3.64874552,1.661938798,86,3.05734767,0.830969399,86,2.681003584,0.997163279
157,104,1,1,3,2,J. G. Kingsolver,"Growth, Stress, And Acclimation Responses To Fluctuating Temperatures In Field And Domesticated Populations Of Manduca Sexta",2020,Ecology And Evolution,3.167,Metazoa,Arthropoda,Insecta,Lepidoptera,Sphingidae,Manduca sexta,Terrestrial,Developmental Plasticity,Larvae,Larvae Period,NA,NA,25,25,30,30,T2,10,NA,1,Day,NA,NA,NA,Life-History Traits,Development Time,Days,No,No,NA,No,Yes,130,45,20.87719298,2.353755766,45,22.01754386,2.353755766,45,14.21052632,0.882658412,45,15.52631579,2.059536295
158,104,1,2,4,2,J. G. Kingsolver,"Growth, Stress, And Acclimation Responses To Fluctuating Temperatures In Field And Domesticated Populations Of Manduca Sexta",2020,Ecology And Evolution,3.167,Metazoa,Arthropoda,Insecta,Lepidoptera,Sphingidae,Manduca sexta,Terrestrial,Developmental Plasticity,Larvae,Larvae Period,NA,NA,25,25,30,30,T2,20,NA,1,Day,NA,NA,NA,Life-History Traits,Development Time,Days,No,No,NA,No,Yes,130,45,20.87719298,2.353755766,45,20.48245614,2.353755766,45,14.21052632,0.882658412,45,21.31578947,4.707511532
159,104,2,1,3,2,J. G. Kingsolver,"Growth, Stress, And Acclimation Responses To Fluctuating Temperatures In Field And Domesticated Populations Of Manduca Sexta",2020,Ecology And Evolution,3.167,Metazoa,Arthropoda,Insecta,Lepidoptera,Sphingidae,Manduca sexta,Terrestrial,Developmental Plasticity,Larvae,Larvae Period,NA,NA,25,25,30,30,T2,10,NA,1,Day,NA,NA,NA,Life-History Traits,Development Time,Days,No,No,NA,No,Yes,131,86,17.71929825,6.914540106,86,20.21929825,9.761703679,86,14.51754386,3.253901226,86,14.56140351,3.66063888
160,104,2,2,4,2,J. G. Kingsolver,"Growth, Stress, And Acclimation Responses To Fluctuating Temperatures In Field And Domesticated Populations Of Manduca Sexta",2020,Ecology And Evolution,3.167,Metazoa,Arthropoda,Insecta,Lepidoptera,Sphingidae,Manduca sexta,Terrestrial,Developmental Plasticity,Larvae,Larvae Period,NA,NA,25,25,30,30,T2,20,NA,1,Day,NA,NA,NA,Life-History Traits,Development Time,Days,No,No,NA,No,Yes,131,86,17.71929825,6.914540106,86,20.43859649,9.761703679,86,14.51754386,3.253901226,86,14.51754386,4.88085184
161,104,1,2,4,3,J. G. Kingsolver,"Growth, Stress, And Acclimation Responses To Fluctuating Temperatures In Field And Domesticated Populations Of Manduca Sexta",2020,Ecology And Evolution,3.167,Metazoa,Arthropoda,Insecta,Lepidoptera,Sphingidae,Manduca sexta,Terrestrial,Developmental Plasticity,Larvae,Larvae Period,NA,NA,25,25,30,30,T2,20,NA,1,Day,NA,NA,NA,Life-History Traits,Individual Growth Rate,day-1,No,No,NA,Yes,Yes,132,16,0.678438662,0.185873606,16,0.604089219,0.408921933,16,0.67281106,0.202764977,16,0.589861751,0.258064516
162,104,2,2,4,3,J. G. Kingsolver,"Growth, Stress, And Acclimation Responses To Fluctuating Temperatures In Field And Domesticated Populations Of Manduca Sexta",2020,Ecology And Evolution,3.167,Metazoa,Arthropoda,Insecta,Lepidoptera,Sphingidae,Manduca sexta,Terrestrial,Developmental Plasticity,Larvae,Larvae Period,NA,NA,25,25,30,30,T2,20,NA,1,Day,NA,NA,NA,Life-History Traits,Individual Growth Rate,day-1,No,No,NA,Yes,Yes,133,11,0.481818182,0.27136021,11,0.663636364,0.180906807,11,0.490384615,0.350796853,11,0.682692308,0.302960918
163,106,1,1,2,1,C. Theys,Higher Mean And Fluctuating Temperatures Jointly Determine The Impact Of The Pesticide Chlorpyrifos On The Growth Rate And Leaf Consumption Of A Freshwater Isopod,2021,Chemosphere,8.943,Metazoa,Arthropoda,Malacostraca,Isopoda,Asellidae,Asellus aquaticus,Aquatic,Acclimation,NA,NA,10,Days,18,18,22,22,T2,8,Stepwise,1,Day,10,NA,NA,Population,Mortality,%,Yes,No,NA,No,Yes,134,34,6.06805293,24.47015729,34,11.05860113,38.68930274,34,14.63137996,44.31082536,34,6.805293006,26.7849019
164,106,1,1,2,2,C. Theys,Higher Mean And Fluctuating Temperatures Jointly Determine The Impact Of The Pesticide Chlorpyrifos On The Growth Rate And Leaf Consumption Of A Freshwater Isopod,2021,Chemosphere,8.943,Metazoa,Arthropoda,Malacostraca,Isopoda,Asellidae,Asellus aquaticus,Aquatic,Acclimation,NA,NA,10,Days,18,18,22,22,T2,8,Stepwise,1,Day,10,NA,NA,Behavioural,Food Consumption,day-1,No,No,NA,No,Yes,135,34,0.010044053,0.012329766,34,0.006255507,0.013870987,34,0.00526749,0.014397412,34,0.009876543,0.013437585
165,108,1,1,3,1,W. Chen,Impact Of Constant Versus Fluctuating Temperatures On The Development And Life History Parameters Of Aldrichina Grahami (Diptera: Calliphoridae),2019,Insects,3.139,Metazoa,Arthropoda,Insecta,Diptera,Calliphoridae,Aldrichina grahami,Terrestrial,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,8,8,16,16,T2,6,Alternating,1,Day,NA,NA,NA,Life-History Traits,Development Time,h,No,No,NA,No,Yes,136,5,99.3,4.3,5,133.9,16.1,5,39.9,2.5,5,44,1.6
166,108,1,1,3,2,W. Chen,Impact Of Constant Versus Fluctuating Temperatures On The Development And Life History Parameters Of Aldrichina Grahami (Diptera: Calliphoridae),2019,Insects,3.139,Metazoa,Arthropoda,Insecta,Diptera,Calliphoridae,Aldrichina grahami,Terrestrial,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,8,8,16,16,T2,6,Alternating,1,Day,NA,NA,NA,Life-History Traits,Development Time,h,No,No,NA,No,Yes,137,5,150.8,13.5,5,166.8,3.6,5,40.5,3.1,5,46.8,1.5
167,108,1,1,3,3,W. Chen,Impact Of Constant Versus Fluctuating Temperatures On The Development And Life History Parameters Of Aldrichina Grahami (Diptera: Calliphoridae),2019,Insects,3.139,Metazoa,Arthropoda,Insecta,Diptera,Calliphoridae,Aldrichina grahami,Terrestrial,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,8,8,16,16,T2,6,Alternating,1,Day,NA,NA,NA,Life-History Traits,Development Time,h,No,No,NA,No,Yes,138,5,142.2,18.3,5,155.6,2.9,5,48.9,1.2,5,55.3,3.7
168,108,1,1,3,4,W. Chen,Impact Of Constant Versus Fluctuating Temperatures On The Development And Life History Parameters Of Aldrichina Grahami (Diptera: Calliphoridae),2019,Insects,3.139,Metazoa,Arthropoda,Insecta,Diptera,Calliphoridae,Aldrichina grahami,Terrestrial,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,8,8,16,16,T2,6,Alternating,1,Day,NA,NA,NA,Life-History Traits,Development Time,h,No,No,NA,No,Yes,139,5,208.6,20.1,5,253,20.2,5,100.2,7.3,5,110.4,7.4
169,108,1,1,3,5,W. Chen,Impact Of Constant Versus Fluctuating Temperatures On The Development And Life History Parameters Of Aldrichina Grahami (Diptera: Calliphoridae),2019,Insects,3.139,Metazoa,Arthropoda,Insecta,Diptera,Calliphoridae,Aldrichina grahami,Terrestrial,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,8,8,16,16,T2,6,Alternating,1,Day,NA,NA,NA,Life-History Traits,Development Time,h,No,No,NA,No,Yes,140,5,261.2,20.7,5,354.6,15.4,5,66.6,6.5,5,87,3.3
170,109,1,2,10,1,M. S. Y. I. Bayu,Impact Of Constant Versus Fluctuating Temperatures On The Development And Life History Parameters Of Tetranychus Urticae (Acari: Tetranychidae),2017,Experimental And Applied Acarology,2.38,Metazoa,Arthropoda,Arachnida,Trombidiformes,Tetranychidae,Tetranychus urticae,Terrestrial,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,15,15,35,35,T2,10,Alternating,1,Day,NA,NA,NA,Life-History Traits,Development Time,Days,No,No,Female,No,Yes,141,61,35.9,1.327742445,80,27.3,1.699411663,80,5.5,0.357770876,71,6,0.084261498
171,109,1,2,10,2,M. S. Y. I. Bayu,Impact Of Constant Versus Fluctuating Temperatures On The Development And Life History Parameters Of Tetranychus Urticae (Acari: Tetranychidae),2017,Experimental And Applied Acarology,2.38,Metazoa,Arthropoda,Arachnida,Trombidiformes,Tetranychidae,Tetranychus urticae,Terrestrial,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,15,15,35,35,T2,10,Alternating,1,Day,NA,NA,NA,Life-History Traits,Development Time,Days,No,No,Male,No,Yes,142,29,34.3,1.561697794,35,25.9,0.591607978,30,5.4,0.328633535,34,5.5,0.174928557
172,109,1,2,10,3,M. S. Y. I. Bayu,Impact Of Constant Versus Fluctuating Temperatures On The Development And Life History Parameters Of Tetranychus Urticae (Acari: Tetranychidae),2017,Experimental And Applied Acarology,2.38,Metazoa,Arthropoda,Arachnida,Trombidiformes,Tetranychidae,Tetranychus urticae,Terrestrial,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,15,15,35,35,T2,10,Alternating,1,Day,NA,NA,NA,Life-History Traits,Fecundity,Eggs,No,No,Female,No,Yes,143,61,65.6,42.33155324,80,162.2,57.42222566,80,26.4,17.53077294,71,42.2,28.14334024
173,109,1,2,10,4,M. S. Y. I. Bayu,Impact Of Constant Versus Fluctuating Temperatures On The Development And Life History Parameters Of Tetranychus Urticae (Acari: Tetranychidae),2017,Experimental And Applied Acarology,2.38,Metazoa,Arthropoda,Arachnida,Trombidiformes,Tetranychidae,Tetranychus urticae,Terrestrial,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,15,15,35,35,T2,10,Alternating,1,Day,NA,NA,NA,Life-History Traits,Longevity,Day,No,No,Female,No,Yes,144,61,67.6,12.105887,80,67.2,11.53811076,80,9.9,1.878297101,71,11.2,1.685229955
174,109,1,2,10,5,M. S. Y. I. Bayu,Impact Of Constant Versus Fluctuating Temperatures On The Development And Life History Parameters Of Tetranychus Urticae (Acari: Tetranychidae),2017,Experimental And Applied Acarology,2.38,Metazoa,Arthropoda,Arachnida,Trombidiformes,Tetranychidae,Tetranychus urticae,Terrestrial,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,15,15,35,35,T2,10,Alternating,1,Day,NA,NA,NA,Life-History Traits,Longevity,Days,No,No,Male,No,Yes,145,29,74.6,12.60128565,35,64.8,7.395099729,30,5.3,0.766811581,34,16.9,2.157452201
175,110,1,1,2,1,L. Jiang,Impact Of Diurnal Temperature Fluctuations On Larval Settlement And Growth Of The Reef Coral Pocillopora Damicornis,2017,Biogeosciences,5.092,Metazoa,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora damicornis,Aquatic,Developmental Plasticity,Larvae,Larvae Period,NA,NA,29,29,31,31,T2,3,Sinusoidal (Sine Curve),1,Day,NA,NA,NA,Population,Survival,%,Yes,No,NA,No,Yes,146,4,55.46875,7.03125,4,55.078125,25.78125,4,20.3125,7.8125,4,45.3125,17.96875
176,110,1,1,2,2,L. Jiang,Impact Of Diurnal Temperature Fluctuations On Larval Settlement And Growth Of The Reef Coral Pocillopora Damicornis,2017,Biogeosciences,5.092,Metazoa,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora damicornis,Aquatic,Developmental Plasticity,Larvae,Larvae Period,NA,NA,29,29,31,31,T2,3,Sinusoidal (Sine Curve),1,Day,NA,NA,NA,Physiological,Maximum Excitation Pressure,Ǫm,No,No,NA,No,Yes,147,15,0.117030568,0.038898959,15,0.055021834,0.049046514,15,0.130131004,0.125153174,15,0.05720524,0.081180437
177,110,1,1,2,3,L. Jiang,Impact Of Diurnal Temperature Fluctuations On Larval Settlement And Growth Of The Reef Coral Pocillopora Damicornis,2017,Biogeosciences,5.092,Metazoa,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora damicornis,Aquatic,Developmental Plasticity,Larvae,Larvae Period,NA,NA,29,29,31,31,T2,3,Sinusoidal (Sine Curve),1,Day,NA,NA,NA,Biochemical Assay,Bleaching Index,%,Yes,No,NA,No,Yes,148,25,38.36671803,16.94915254,25,42.68104777,16.94915254,25,37.13405239,14.63790447,25,36.51771957,17.71956857
178,112,1,1,2,1,K. P. Paaijmans,Influence Of Climate On Malaria Transmission Depends On Daily Temperature Variation,2010,Proceedings Of The National Academy Of Sciences Of The United States Of America,12.779,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Anopheles stephensi,Terrestrial,Developmental Plasticity,Larvae,Larvae Period,NA,NA,20,20,27,27,T2,12,Sinusoidal (Sine Curve),1,Day,NA,NA,NA,Life-History Traits,Development Time,Days,No,No,NA,No,Yes,149,10,20.57777778,0.562182695,10,18.75555556,0.491909858,10,10.88549618,0.241395241,10,11.16030534,0.482790482
179,112,1,1,2,2,K. P. Paaijmans,Influence Of Climate On Malaria Transmission Depends On Daily Temperature Variation,2010,Proceedings Of The National Academy Of Sciences Of The United States Of America,12.779,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Anopheles stephensi,Terrestrial,Developmental Plasticity,Larvae,Larvae Period,NA,NA,20,20,27,27,T2,12,Sinusoidal (Sine Curve),1,Day,NA,NA,NA,Population,Survival,%,Yes,No,NA,No,Yes,150,10,18.6,0.702728369,10,20.64444444,0.91354688,10,13.23664122,0.482790482,10,12.54961832,0.337953338
180,116,1,1,2,1,H. L. Les,Living At Extremes: Development At The Edges Of Viable Temperature Under Constant And Fluctuating Conditions,2009,Physiological And Biochemical Zoology,2.322,Metazoa,Chordata,NA,Testudines,Emydidae,Chrysemys picta,Aquatic,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,23,23,31,31,T2,6,Sinusoidal (Sine Curve),1,Day,NA,NA,NA,Population,Survival,%,Yes,No,NA,No,Yes,151,22,30.53505535,38.94256627,22,77.0295203,40.24065181,24,85.60885609,37.96257166,24,92.80442804,35.2509594
181,116,1,1,2,2,H. L. Les,Living At Extremes: Development At The Edges Of Viable Temperature Under Constant And Fluctuating Conditions,2009,Physiological And Biochemical Zoology,2.322,Metazoa,Chordata,NA,Testudines,Emydidae,Chrysemys picta,Aquatic,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,23,23,31,31,T2,6,Sinusoidal (Sine Curve),1,Day,NA,NA,NA,Life-History Traits,Development Time,Days,No,No,NA,No,Yes,152,22,101.4225941,3.140027287,22,96.06694561,3.140027287,24,46.52719665,3.279651538,24,47.53138075,1.639825769
182,116,1,1,2,3,H. L. Les,Living At Extremes: Development At The Edges Of Viable Temperature Under Constant And Fluctuating Conditions,2009,Physiological And Biochemical Zoology,2.322,Metazoa,Chordata,NA,Testudines,Emydidae,Chrysemys picta,Aquatic,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,23,23,31,31,T2,6,Sinusoidal (Sine Curve),1,Day,NA,NA,NA,Morphology,Plastron Length,mm,No,No,NA,No,Yes,153,22,22.78947368,2.797791857,22,24.42105263,2.386351878,24,25.63157895,2.92219829,24,25.71929825,2.148675213
183,116,1,1,2,4,H. L. Les,Living At Extremes: Development At The Edges Of Viable Temperature Under Constant And Fluctuating Conditions,2009,Physiological And Biochemical Zoology,2.322,Metazoa,Chordata,NA,Testudines,Emydidae,Chrysemys picta,Aquatic,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,23,23,31,31,T2,6,Sinusoidal (Sine Curve),1,Day,NA,NA,NA,Morphology,Mass,g,No,No,NA,No,Yes,154,22,4.7925,0.762192561,22,5.02,0.656658206,24,5.1425,0.624619884,24,5.08,0.624619884
184,116,1,1,2,5,H. L. Les,Living At Extremes: Development At The Edges Of Viable Temperature Under Constant And Fluctuating Conditions,2009,Physiological And Biochemical Zoology,2.322,Metazoa,Chordata,NA,Testudines,Emydidae,Chrysemys picta,Aquatic,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,23,23,31,31,T2,6,Sinusoidal (Sine Curve),1,Day,NA,NA,NA,Physiological,PHA Response,mm,No,No,NA,No,Yes,155,22,0.11,0.234520788,22,0.34,0.140712473,24,0.19,0.146969385,24,0.22,0.146969385
